city,_housing_status,_subcategory,_categorized_address_data,_source,arrests
Los Angeles,unhoused,transient,1942Q TRANSIENT ST,regex,1.0
Los Angeles,unhoused,transient,1942Q TRANSIENT AVE,regex,1.0
Los Angeles,unhoused,transient,1942 TRAQNSIENT,regex,1.0
Los Angeles,unhoused,transient,1942 TRASIENST,regex,1.0
Los Angeles,unhoused,transient,1942 TRASIENT STREET,regex,1.0
Los Angeles,unhoused,transient,1942 TRASIENTREFUSE,regex,1.0
Los Angeles,unhoused,transient,1942 TRASMIENT,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNEINT ST,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNIENT AV,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNIENT AVE,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNIETN,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNINT,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNSIENT ST,regex,1.0
Los Angeles,unhoused,transient,1942 TRASNSIENT STRE,regex,1.0
Los Angeles,unhoused,transient,1942 TRAWS,regex,1.0
Los Angeles,unhoused,transient,1942Q TRANSIENT FROM,regex,1.0
Los Angeles,unhoused,transient,1942 TREANSIENT,regex,1.0
Los Angeles,unhoused,transient,1942 TRNASIENT ST,regex,1.0
Los Angeles,unhoused,transient,1942 TRNSIENT ST,regex,1.0
Los Angeles,unhoused,transient,1942 TRSANSIENT,regex,1.0
Los Angeles,unhoused,transient,1942 TRSIENT,regex,1.0
Los Angeles,unhoused,transient,19420 TRANSIENE,regex,1.0
Los Angeles,unhoused,transient,19420 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,19421 1942 TRANSIT,regex,1.0
Los Angeles,unhoused,transient,19421 TRANSIENT AVE,regex,1.0
Los Angeles,unhoused,transient,19421 TRANSIENT ST,regex,1.0
Los Angeles,unhoused,transient,19425 TRANSINET,regex,1.0
Los Angeles,unhoused,transient,1942A TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1942F TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1942O TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1942 TRIENSENT ST,regex,1.0
Los Angeles,unhoused,transient,194 TRANS,regex,1.0
Los Angeles,unhoused,transient,G1942 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1542 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,14942 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,142 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,142 TRANS,regex,1.0
Los Angeles,unhoused,transient,1412 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,11942 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1042 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,0610 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,01942 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,00000 GENERAL DELIVER,regex,1.0
Los Angeles,unhoused,transient, 1942 TRANSIETN,regex,1.0
Los Angeles,unhoused,transient,1234 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1600 1942 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1914 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,19112 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,18450 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1928 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1842 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1792 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,19142 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1642 TRASIENT,regex,1.0
Los Angeles,unhoused,transient,1610 TRANSIENT,regex,1.0
Los Angeles,unhoused,transient,1942 TRANSIENT LA,regex,2.0
Los Angeles,unhoused,transient,1948 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSINT STREET,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSOENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIENT PL,regex,2.0
Los Angeles,unhoused,transient,19425 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIENT SOW,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIET ST,regex,2.0
Los Angeles,unhoused,transient,19452 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIENY,regex,2.0
Los Angeles,unhoused,transient,1945 TRASIENT,regex,2.0
Los Angeles,unhoused,transient,19424 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1943 TRANSIENT ST,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIENTSTST,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIENT SOE,regex,2.0
Los Angeles,unhoused,transient,1942 TRASIET,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSSIENT,regex,2.0
Los Angeles,unhoused,transient,19412 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRTANSIENT,regex,2.0
Los Angeles,unhoused,transient,1442 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANISNT,regex,2.0
Los Angeles,unhoused,transient,1942 1942TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 1942 TRASIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRASNIENT ST,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSEIENT,regex,2.0
Los Angeles,unhoused,transient,1920 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANIENTS,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIENR,regex,2.0
Los Angeles,unhoused,transient,1 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,19421 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,16942 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIEBNT,regex,2.0
Los Angeles,unhoused,transient,1942 TRANSIEENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRAINSENT,regex,2.0
Los Angeles,unhoused,transient,1742 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 TRASNEINT,regex,2.0
Los Angeles,unhoused,transient,1942 TRASINET,regex,2.0
Los Angeles,unhoused,transient,4219 TRANSIENT,regex,2.0
Los Angeles,unhoused,transient,1942 LA TRANSIENT,regex,3.0
Los Angeles,unhoused,transient,19642 TRANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRANSINET ST,regex,3.0
Los Angeles,unhoused,transient,1942T TRANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRANSINENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRRANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRANSISENT,regex,3.0
Los Angeles,unhoused,transient,1940 TRANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRNASIENT,regex,3.0
Los Angeles,unhoused,transient,1942 REFUSE,regex,3.0
Los Angeles,unhoused,transient,1942 TRAANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRANSIENT BLVD,regex,3.0
Los Angeles,unhoused,transient,1942 TRANSIENT LN,regex,3.0
Los Angeles,unhoused,transient,19742 TRANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRANSIENT STRE,regex,3.0
Los Angeles,unhoused,transient,1942 TRASIENT ST,regex,3.0
Los Angeles,unhoused,transient,1942 TRANISENT STREE,regex,3.0
Los Angeles,unhoused,transient,19442 TRANSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRANASIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRSNSIENT,regex,3.0
Los Angeles,unhoused,transient,1942 TRASNSIENT,regex,4.0
Los Angeles,unhoused,transient,1942 TRASIENT AVE,regex,4.0
Los Angeles,unhoused,transient,1947 TRANSIENT,regex,4.0
Los Angeles,unhoused,transient,1942 TRANCIENT,regex,4.0
Los Angeles,unhoused,transient,1642 TRANSIENT,regex,4.0
Los Angeles,unhoused,transient,1942 TRANSIEN ST,regex,4.0
Los Angeles,unhoused,transient, 1942,regex,4.0
Los Angeles,unhoused,transient,1942 TRANNSIENT,regex,4.0
Los Angeles,unhoused,transient,1942 TRANDIENT,regex,4.0
Los Angeles,unhoused,transient,1945 TRANSIENT ST,regex,4.0
Los Angeles,unhoused,transient,1942 TRANSIENT WAY,regex,4.0
Los Angeles,unhoused,transient,1942 TRANSIENTAVEE,regex,4.0
Los Angeles,unhoused,transient,9142 TRANSIENT,regex,4.0
Los Angeles,unhoused,transient,1942 TRANSIENTST,regex,4.0
Los Angeles,unhoused,transient,1942 HOMELESS,regex,4.0
Los Angeles,unhoused,transient,1942 TTRANSIENT,regex,5.0
Los Angeles,unhoused,transient,1910 TRANSIENT,regex,5.0
Los Angeles,unhoused,transient,1941 TRANSIENT,regex,5.0
Los Angeles,unhoused,transient,1943 TRANSIENT,regex,5.0
Los Angeles,unhoused,transient,1942 TRANSEINT ST,regex,5.0
Los Angeles,unhoused,transient,1942 TRANISENT ST,regex,5.0
Los Angeles,unhoused,transient,9442 TRANSIENT,regex,6.0
Los Angeles,unhoused,transient,1972 TRANSIENT,regex,7.0
Los Angeles,unhoused,transient,19422 TRANSIENT,regex,7.0
Los Angeles,unhoused,transient,942 TRANSIENT,regex,7.0
Los Angeles,unhoused,transient,1924 TRANSIENT,regex,7.0
Los Angeles,unhoused,transient,1942 TRANSIT,regex,7.0
Los Angeles,unhoused,transient,1492 TRANSIENT,regex,7.0
Los Angeles,unhoused,transient,1942 TRABSIENT,regex,8.0
Los Angeles,unhoused,transient,194 TRANSIENT,regex,8.0
Los Angeles,unhoused,transient,1942 RANSIENT,regex,8.0
Los Angeles,unhoused,transient,1942 TRANSINT,regex,9.0
Los Angeles,unhoused,transient,1942 TRANSIENTE,regex,9.0
Los Angeles,unhoused,transient,1942 TRANISIENT,regex,9.0
Los Angeles,unhoused,transient,1942 TRAINSIENT,regex,10.0
Los Angeles,unhoused,transient, TRANSIENT,regex,10.0
Los Angeles,unhoused,transient,1942 TRANSIENTSTT,regex,12.0
Los Angeles,unhoused,transient,192 TRANSIENT,regex,12.0
Los Angeles,unhoused,transient,1942 TRAMSIENT,regex,12.0
Los Angeles,unhoused,transient,1942 TRANSIEN,regex,14.0
Los Angeles,unhoused,transient,1942 TRANSCIENT,regex,15.0
Los Angeles,unhoused,transient,1942 TRANSIETN,regex,16.0
Los Angeles,unhoused,transient,1942 TRANSIENTS,regex,16.0
Los Angeles,unhoused,transient,1942Q TRANSIENT,regex,18.0
Los Angeles,unhoused,transient,1942 TRANSIENT DR,regex,19.0
Los Angeles,unhoused,transient,1942 TRNSIENT,regex,19.0
Los Angeles,unhoused,transient,1945 TRANSIENT,regex,28.0
Los Angeles,unhoused,transient,1942 TRASNIENT,regex,28.0
Los Angeles,unhoused,transient,1942 TRANSENT,regex,28.0
Los Angeles,unhoused,transient,1942 TRANSIANT,regex,31.0
Los Angeles,unhoused,transient,1942 TRANSINET,regex,33.0
Los Angeles,unhoused,transient,1942 TRANIENT,regex,39.0
Los Angeles,unhoused,transient,1942 TANSIENT,regex,39.0
Los Angeles,unhoused,transient,1942 TRANSIET,regex,47.0
Los Angeles,unhoused,transient,1942 TRANSIENT FROM,regex,53.0
Los Angeles,unhoused,transient, 1942 TRANSIENT,regex,59.0
Los Angeles,unhoused,transient,1942 TRANSIENT STREE,regex,62.0
Los Angeles,unhoused,transient,1942 TRANSIENT AV,regex,72.0
Los Angeles,unhoused,transient,1942 1942 TRANSIENT,regex,80.0
Los Angeles,unhoused,transient,1942 TRANS,regex,84.0
Los Angeles,unhoused,transient,1942 TRANSEINT,regex,85.0
Los Angeles,unhoused,transient,1942 TRANISENT,regex,153.0
Los Angeles,unhoused,transient,1942 TRASIENT,regex,236.0
Los Angeles,unhoused,transient,1942 TRANSIENT AVE,regex,405.0
Los Angeles,unhoused,transient,1942 TRANSIENT ST,regex,1693.0
Los Angeles,unhoused,transient,1942 TRANSIENT,regex,49294.0
San Diego,unhoused,transient,0 TRANSIENT **** TOMMY,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT **** NEWPORT,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT **** SPORTS ARENA,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT **TH AND LOGAN,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT **TH AND IMPERIAL,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT **** EL DORADO AVE,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT CENTRAL,regex,1.0
San Diego,unhoused,transient,0 TRANSIENGT,regex,1.0
San Diego,unhoused,transient,0 TRANSEIENT,regex,1.0
San Diego,unhoused,transient,0 TRANSCIENT,regex,1.0
San Diego,unhoused,transient,0 MICHAEL ADAMS GENERAL DELIVERY,regex,1.0
San Diego,unhoused,transient,0 HOMLESS SLEEPS IN LINDA VISTA NEAR **** ULRIC,regex,1.0
San Diego,unhoused,transient,0 HOMELESSSOUTHEAST,regex,1.0
San Diego,unhoused,transient,0 HOMELESS299,regex,1.0
San Diego,unhoused,transient,0 TRANSENT,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT DOWNTOWN,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT IN SAN DIEGO,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT NONE,regex,1.0
San Diego,unhoused,transient,**** IMPERIAL TRANSIENT,regex,1.0
San Diego,unhoused,transient,*** **TH TRANSIENT,regex,1.0
San Diego,unhoused,transient,**** MIDWAY DR GENERAL DELIVERY,regex,1.0
San Diego,unhoused,transient,**** IMPERIAL HOMELESS,regex,1.0
San Diego,unhoused,transient,1 TRANSIENT,regex,1.0
San Diego,unhoused,transient,0 UNKNOWNTRANSIENT,regex,1.0
San Diego,unhoused,transient,0 TRNSIENT,regex,1.0
San Diego,unhoused,transient,0 TRANSINET,regex,1.0
San Diego,unhoused,transient,0 TRANSIENTUNMARKED TRAILER,regex,1.0
San Diego,unhoused,transient,0 TRANSIENTUNKNOWN,regex,1.0
San Diego,unhoused,transient,0 TRANSIENTS,regex,1.0
San Diego,unhoused,transient,0 TRANSIENTREFUSED,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT WHO FREQUENTS BALBOA PARK,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT STAYS AROUND **** BACON STREET**** NEWPORT,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT NORTH PARK REC,regex,1.0
San Diego,unhoused,transient,0 HOMELESS STAYS AROUND **** BACON,regex,1.0
San Diego,unhoused,transient,0 HOMELESS SD AREA,regex,1.0
San Diego,unhoused,transient,0 PO BOX ***** TRANSENT,regex,1.0
San Diego,unhoused,transient,0 HOMELESS OCEAN BEACH AREA,regex,1.0
San Diego,unhoused,transient,0 HOMELESS SAN DIEGO,regex,1.0
San Diego,unhoused,transient,0 HOMELESS GENERALLY IN BEAT,regex,1.0
San Diego,unhoused,transient,0 TRANSIENT SAN DIEGO,regex,2.0
San Diego,unhoused,transient,0 TRANSIENT OCEAN BEACH AREA,regex,2.0
San Diego,unhoused,transient,0 TRANSIENT REFUSED,regex,2.0
San Diego,unhoused,transient,0 TRANSIENT PACIFIC BEACH,regex,2.0
San Diego,unhoused,transient,99999 TRANSIENT,regex,2.0
San Diego,unhoused,transient,0 TRANSEINT,regex,2.0
San Diego,unhoused,transient,0 TRANS,regex,2.0
San Diego,unhoused,transient,0 TRANIENT,regex,2.0
San Diego,unhoused,transient,0 HOMELESS OCEAN BEACH,regex,2.0
San Diego,unhoused,transient,0 HOMELESS IN OCEAN BEACH,regex,2.0
San Diego,unhoused,transient,0 TRANSIENT **** PACIFICA,regex,2.0
San Diego,unhoused,transient,*** **TH STREET TRANSIENT,regex,3.0
San Diego,unhoused,transient,**** CLAIREMONT MESA BLVD TRANSIENT,regex,3.0
San Diego,unhoused,transient,0 NONE TRANSIENT,regex,3.0
San Diego,unhoused,transient,0 TRASNIENT,regex,3.0
San Diego,unhoused,transient,0 TRANISENT,regex,4.0
San Diego,unhoused,transient,0 TRANSIET,regex,5.0
San Diego,unhoused,transient,0 TRASIENT,regex,6.0
San Diego,unhoused,transient,0 HOMELSS,regex,7.0
San Diego,unhoused,transient,0 HOMELESS WO MAILING ADDRESS,regex,8.0
San Diego,unhoused,transient,0 HOMLESS,regex,11.0
San Diego,unhoused,transient,1 HOMELESS,regex,23.0
San Diego,unhoused,transient,0 HOMELESS,regex,277.0
San Diego,unhoused,transient,0 TRANSIENT,regex,3034.0
Oakland,unhoused,transient,TRANSIETN,regex,1.0
Oakland,unhoused,transient,TRANSIENT SACRAMENT,regex,1.0
Oakland,unhoused,transient,TRANIENT,regex,1.0
Oakland,unhoused,transient,TRANSINET,regex,1.0
Oakland,unhoused,transient,TRASIENT,regex,1.0
Oakland,unhoused,transient,,regex,17.0
Oakland,unhoused,transient,TRANSIENT,regex,1582.0
Portland,unhoused,unsheltered,FLOP HOUSE,regex,1.0
Portland,unhoused,unsheltered,COFFEE CREEK,regex,1.0
Portland,unhoused,unsheltered,HOMELESS OUT OF TRUCK,regex,1.0
Portland,unhoused,unsheltered,HOUSE LESS,regex,1.0
Portland,unhoused,unsheltered,HOUSELERSS,regex,1.0
Portland,unhoused,unsheltered,HOUSELESS CAMP,regex,1.0
Portland,unhoused,unsheltered,HOUSELESS TRANSIENT,regex,1.0
Portland,unhoused,unsheltered,HOUSELESSS,regex,1.0
Portland,unhoused,unsheltered,HOUSELSSS,regex,1.0
Portland,unhoused,unsheltered,NW *** *** BRIDGE,regex,1.0
Portland,unhoused,unsheltered,SE *** AVE *** ST RAMP,regex,1.0
Portland,unhoused,unsheltered,SW *** BRG *** ST RAMP,regex,1.0
Portland,unhoused,unsheltered,TRANSIENT CAMP,regex,1.0
Portland,unhoused,unsheltered,TRANSIENTDOWNTOWN PDX,regex,1.0
Portland,unhoused,unsheltered,TRANSIENTS,regex,1.0
Portland,unhoused,unsheltered,TRANSIET,regex,1.0
Portland,unhoused,unsheltered,TRANSIETN,regex,1.0
Portland,unhoused,unsheltered,TRNASIENT,regex,1.0
Portland,unhoused,unsheltered,UNHOUSED,regex,1.0
Portland,unhoused,unsheltered,UNSHELTERED BARRIERS TO HOUSING,regex,1.0
Portland,unhoused,unsheltered,CAMPING *** CREEK,regex,1.0
Portland,unhoused,unsheltered,*** PARK,regex,1.0
Portland,unhoused,unsheltered,XSIENT,regex,1.0
Portland,unhoused,unsheltered,RESIDENTIALLY CHALLENGED,regex,2.0
Portland,unhoused,unsheltered,NO FIXED ADDRESS,regex,2.0
Portland,unhoused,unsheltered,NO ADDRESS,regex,2.0
Portland,unhoused,unsheltered,,regex,2.0
Portland,unhoused,unsheltered,HOUSELESS COMMUNITY MEMBER,regex,2.0
Portland,unhoused,unsheltered,EXPERIENCING HOMELESSNESS,regex,2.0
Portland,unhoused,unsheltered,VAGRANT,regex,2.0
Portland,unhoused,unsheltered,TRANSEINT,regex,2.0
Portland,unhoused,unsheltered,TRANS,regex,3.0
Portland,unhoused,unsheltered,HOUSELESS CITIZEN,regex,3.0
Portland,unhoused,unsheltered,HOUSELSS,regex,3.0
Portland,unhoused,unsheltered,TRANISENT,regex,5.0
Portland,unhoused,unsheltered,HOUSLESS,regex,11.0
Portland,unhoused,unsheltered,UNSHELTERED,regex,37.0
Portland,unhoused,unsheltered,HOMELESS,regex,1253.0
Portland,unhoused,unsheltered,HOUSELESS,regex,4658.0
Portland,unhoused,unsheltered,TRANSIENT,regex,25255.0
Sacramento,unhoused,emergency shelter,1351 N C ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Sacramento,unhoused,emergency shelter,1400 N A ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Sacramento,unhoused,emergency shelter,1200 N B ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Sacramento,unhoused,emergency shelter,700 N 5TH ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,2712 W VERNON AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,1345 TURNBULL CANYON RD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8756 CANBY AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,1034 KEARNY ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,10511 MILLS AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,4200 E COMPTON BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8822 CANBY AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,10601 SAN FERNANDO RD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,918 N AZUSA AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8720 S FIGUEROA ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,10975 S VERMONT AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,5171 S VERMONT AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,2808 W 85TH ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,3350 AEROJET AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,14545 LANARK ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,1422 S WILTON PL,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,5136 W WASHINGTON BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,12860 ARROYO ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,832 JAMES M WOOD BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,3606 EXPOSITION BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8124 S WESTERN AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,400 W SANTA ANA BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,2079 EL MOLINO AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,222 S HILL ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,2551 MOTOR AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,10264 RINCON AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,831 E 85TH ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,4077 N MISSION RD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,77 S WASHINGTON ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,530 E 5TH ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,1001 POLK ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,220 W 49TH ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,5700 S HOOVER ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8224 S BROADWAY,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,5617 FERNWOOD AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8511 S VERMONT AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,412 F ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,290 TURK ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,11111 BLOOMFIELD AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,3352 AEROJET AVE,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,5965 S ST ANDREWS PL,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,207 N BREED ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,211 E ALONDRA BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,628 SAN JULIAN ST,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,8686 VENICE BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
Los Angeles,unhoused,emergency shelter,1533 SCHRADER BLVD,https://www.hudexchange.info/resource/3031/pit-and-hic-data-since-2007/,
